Order_ID,Customer_ID,Order_Date,Order_Time,Day_of_Week,Item_Name,Category,Size,Quantity,Order_Channel,Total_Amount
29182,6366,2025-03-16,13:58,Sunday,Garlic Bread,Side,Standard,1,Phone,8.99
29183,3594,2025-02-17,19:07,Monday,Italiano Pizza,Pizza,Small,1,Walk-in,18.71
29184,5971,2025-06-01,18:11,Sunday,Farmhouse Classic Pizza,Pizza,Large,4,Phone,99.79
29185,1360,2024-07-13,22:24,Saturday,Caesar Salad,Salad,Standard,1,Walk-in,9.99
29186,4187,2024-05-25,20:13,Saturday,Soft Drink 1.25L,Drink,Standard,3,Phone,23.97
29187,1746,2025-09-09,19:56,Tuesday,BBQ Chicken Pizza,Pizza,Small,2,Phone,37.42
29188,5218,2024-05-04,19:24,Saturday,Chicken Parmesan Pizza,Pizza,Medium,2,Phone,41.58
29189,7898,2024-04-09,21:52,Tuesday,Garlic Bread,Side,Standard,2,Walk-in,17.98
29190,2539,2024-11-19,20:12,Tuesday,Pasta Carbonara,Pasta,Standard,4,Online,79.96
29191,7679,2024-08-09,18:41,Friday,Italiano Pizza,Pizza,Medium,2,Phone,41.58
29192,5293,2025-04-11,18:21,Friday,Farmhouse Classic Pizza,Pizza,Medium,1,Walk-in,20.79
29193,2494,2024-10-25,13:37,Friday,BBQ Chicken Pizza,Pizza,Large,1,Online,24.95
29194,7749,2025-01-14,19:16,Tuesday,Soft Drink 1.25L,Drink,Standard,1,Phone,7.99
29195,3258,2025-01-13,19:36,Monday,Cheesy Garlic Bread,Side,Standard,4,Online,47.96
29196,5614,2025-08-04,22:04,Monday,Wings (8 pcs),Wings,Standard,2,Online,45.96
29197,129,2024-08-18,14:05,Sunday,Spicy Chicken Pizza,Pizza,Medium,1,Phone,20.79
29198,5342,2024-08-23,20:38,Friday,Cheesy Pepperoni Pizza,Pizza,Small,2,Phone,37.42
29199,5140,2025-01-26,20:38,Sunday,Italiano Pizza,Pizza,Medium,4,Walk-in,83.16
29200,6288,2025-11-29,21:39,Saturday,Spicy Chicken Pizza,Pizza,Small,1,Phone,18.71
29201,6441,2024-08-04,19:45,Sunday,Cheesy Pepperoni Pizza,Pizza,Medium,3,Walk-in,62.37
29202,3062,2024-12-27,20:45,Friday,Pasta Carbonara,Pasta,Standard,2,Online,39.98
29203,1806,2025-01-13,18:36,Monday,Spicy Chicken Pizza,Pizza,Small,4,Phone,74.84
29204,1655,2025-10-23,19:31,Thursday,Pasta Carbonara,Pasta,Standard,1,Online,19.99
29205,3390,2025-06-26,21:00,Thursday,Italiano Pizza,Pizza,Medium,2,Online,41.58
29206,7565,2024-09-29,18:28,Sunday,Farmhouse Classic Pizza,Pizza,Small,3,Walk-in,56.13
29207,3110,2025-12-24,19:59,Wednesday,Pasta Carbonara,Pasta,Standard,1,Walk-in,19.99
29208,3490,2024-03-24,13:44,Sunday,Pasta Carbonara,Pasta,Standard,1,Phone,19.99
29209,716,2024-05-27,21:08,Monday,Pasta Carbonara,Pasta,Standard,2,Online,39.98
29210,1820,2025-03-11,20:14,Tuesday,Italiano Pizza,Pizza,Large,4,Walk-in,99.79
29211,1054,2025-02-15,22:04,Saturday,Vegetarian Classic Pizza,Pizza,Large,2,Phone,47.98
29212,4068,2025-08-11,13:56,Monday,Chicken Parmesan Pizza,Pizza,Small,2,Walk-in,37.42
29213,7371,2024-07-05,21:53,Friday,Wings (8 pcs),Wings,Standard,4,Walk-in,91.92
29214,6372,2024-10-10,18:03,Thursday,Soft Drink 1.25L,Drink,Standard,1,Phone,7.99
29215,6669,2024-11-22,12:35,Friday,Chicken Parmesan Pizza,Pizza,Small,1,Online,18.71
29216,2350,2024-12-28,18:00,Saturday,Caesar Salad,Salad,Standard,4,Walk-in,39.96
29217,4607,2025-11-10,22:26,Monday,Garlic Bread,Side,Standard,1,Online,8.99
29218,3006,2025-06-13,18:53,Friday,Italiano Pizza,Pizza,Small,4,Phone,74.84
29219,5802,2025-04-11,18:15,Friday,Prawns Paradise Pizza,Pizza,Small,1,Online,18.71
29220,3683,2024-08-19,21:03,Monday,Vegetarian Classic Pizza,Pizza,Medium,2,Walk-in,39.98
29221,4920,2024-05-31,20:51,Friday,Caesar Salad,Salad,Standard,1,Online,9.99
29222,7882,2024-07-17,21:47,Wednesday,Farmhouse Classic Pizza,Pizza,Large,1,Phone,24.95
29223,5969,2025-07-08,20:47,Tuesday,Pasta Carbonara,Pasta,Standard,3,Walk-in,59.97
29224,7360,2024-07-14,19:53,Sunday,Pasta Carbonara,Pasta,Standard,3,Walk-in,59.97
29225,7078,2025-01-25,14:49,Saturday,Italiano Pizza,Pizza,Large,1,Phone,24.95
29226,4772,2025-09-10,20:06,Wednesday,Garlic Bread,Side,Standard,1,Online,8.99
29227,1605,2024-05-27,18:32,Monday,Spicy Chicken Pizza,Pizza,Large,3,Online,74.84
29228,2245,2024-12-24,21:23,Tuesday,Prawns Paradise Pizza,Pizza,Large,4,Walk-in,99.79
29229,5448,2024-08-31,19:20,Saturday,Garlic Bread,Side,Standard,3,Online,26.97
29230,1272,2024-03-12,19:54,Tuesday,Wings (8 pcs),Wings,Standard,4,Walk-in,91.92
29231,1124,2025-03-18,12:23,Tuesday,Farmhouse Classic Pizza,Pizza,Medium,4,Phone,83.16
29232,7643,2024-04-03,19:44,Wednesday,Cheesy Garlic Bread,Side,Standard,2,Phone,23.98
29233,2283,2025-12-22,22:00,Monday,Prawns Paradise Pizza,Pizza,Small,2,Phone,37.42
29234,1403,2025-07-20,19:19,Sunday,Caesar Salad,Salad,Standard,1,Phone,9.99
29235,731,2025-01-28,19:43,Tuesday,Cheesy Garlic Bread,Side,Standard,4,Walk-in,47.96
29236,6083,2024-03-16,18:54,Saturday,Soft Drink 1.25L,Drink,Standard,4,Walk-in,31.96
29237,2429,2024-10-24,19:05,Thursday,Soft Drink 1.25L,Drink,Standard,2,Phone,15.98
29238,2378,2024-07-18,18:54,Thursday,Soft Drink 1.25L,Drink,Standard,1,Online,7.99
29239,2985,2024-11-13,19:39,Wednesday,Caesar Salad,Salad,Standard,4,Online,39.96
29240,116,2025-02-08,14:40,Saturday,BBQ Chicken Pizza,Pizza,Small,3,Walk-in,56.13
29241,2553,2025-10-07,14:59,Tuesday,Farmhouse Classic Pizza,Pizza,Medium,3,Phone,62.37
29242,2026,2025-01-04,14:53,Saturday,Farmhouse Classic Pizza,Pizza,Large,4,Phone,99.79
29243,2270,2025-08-03,20:11,Sunday,Meat Feast Pizza,Pizza,Small,2,Walk-in,37.42
29244,5825,2025-10-02,12:29,Thursday,Soft Drink 1.25L,Drink,Standard,2,Phone,15.98
29245,5942,2024-02-01,18:29,Thursday,Vegetarian Classic Pizza,Pizza,Large,1,Online,23.99
29246,2426,2025-08-05,18:58,Tuesday,Meat Feast Pizza,Pizza,Small,2,Phone,37.42
29247,4878,2024-10-28,14:30,Monday,Spicy Chicken Pizza,Pizza,Small,2,Phone,37.42
29248,6811,2024-06-11,19:07,Tuesday,Spicy Chicken Pizza,Pizza,Medium,1,Walk-in,20.79
29249,7897,2025-11-22,12:09,Saturday,Wings (8 pcs),Wings,Standard,3,Walk-in,68.94
29250,4202,2025-04-17,20:07,Thursday,Caesar Salad,Salad,Standard,3,Phone,29.97
29251,1016,2025-01-06,18:36,Monday,Pasta Carbonara,Pasta,Standard,3,Online,59.97
29252,5943,2024-08-08,19:30,Thursday,Prawns Paradise Pizza,Pizza,Small,1,Online,18.71
29253,674,2025-02-05,20:28,Wednesday,Cheesy Garlic Bread,Side,Standard,4,Walk-in,47.96
29254,505,2025-09-10,18:07,Wednesday,Pasta Carbonara,Pasta,Standard,1,Online,19.99
29255,4444,2024-03-26,20:04,Tuesday,Prawns Paradise Pizza,Pizza,Small,1,Phone,18.71
29256,1872,2025-10-30,12:31,Thursday,Soft Drink 1.25L,Drink,Standard,4,Online,31.96
29257,5143,2024-02-03,19:06,Saturday,Pasta Carbonara,Pasta,Standard,4,Online,79.96
29258,2599,2024-05-12,22:44,Sunday,Pasta Carbonara,Pasta,Standard,2,Phone,39.98
29259,905,2025-07-30,13:26,Wednesday,Garlic Bread,Side,Standard,2,Online,17.98
29260,1588,2024-08-22,22:54,Thursday,Chicken Parmesan Pizza,Pizza,Small,2,Walk-in,37.42
29261,4796,2024-03-13,19:36,Wednesday,Farmhouse Classic Pizza,Pizza,Medium,2,Online,41.58
29262,4567,2025-06-09,19:39,Monday,Cheesy Garlic Bread,Side,Standard,2,Online,23.98
29263,2155,2024-03-22,20:52,Friday,Prawns Paradise Pizza,Pizza,Large,1,Phone,24.95
29264,2632,2024-09-26,13:16,Thursday,Farmhouse Classic Pizza,Pizza,Medium,3,Walk-in,62.37
29265,4889,2025-04-06,21:16,Sunday,Soft Drink 1.25L,Drink,Standard,2,Phone,15.98
29266,239,2024-10-30,18:00,Wednesday,Pasta Carbonara,Pasta,Standard,4,Online,79.96
29267,4618,2024-08-13,20:08,Tuesday,Caesar Salad,Salad,Standard,3,Walk-in,29.97
29268,7430,2024-08-10,21:29,Saturday,Cheesy Garlic Bread,Side,Standard,1,Online,11.99
29269,2482,2024-05-10,18:55,Friday,Garlic Bread,Side,Standard,4,Phone,35.96
29270,3486,2025-02-06,18:54,Thursday,Garlic Bread,Side,Standard,3,Walk-in,26.97
29271,6733,2025-08-16,12:47,Saturday,BBQ Chicken Pizza,Pizza,Small,3,Online,56.13
29272,3079,2024-12-26,18:25,Thursday,Cheesy Pepperoni Pizza,Pizza,Small,4,Phone,74.84
29273,120,2024-12-05,21:51,Thursday,Soft Drink 1.25L,Drink,Standard,3,Phone,23.97
29274,38,2025-12-28,18:31,Sunday,Chicken Parmesan Pizza,Pizza,Small,2,Walk-in,37.42
29275,4749,2024-08-19,21:47,Monday,Italiano Pizza,Pizza,Large,1,Online,24.95
29276,337,2025-09-28,18:12,Sunday,Meat Feast Pizza,Pizza,Large,3,Phone,74.84
29277,865,2024-12-05,19:56,Thursday,Cheesy Pepperoni Pizza,Pizza,Small,2,Phone,37.42
29278,7639,2024-01-30,18:33,Tuesday,Prawns Paradise Pizza,Pizza,Large,4,Phone,99.79
29279,7866,2025-03-22,13:07,Saturday,Spicy Chicken Pizza,Pizza,Medium,1,Online,20.79
29280,4235,2024-03-15,18:42,Friday,Chicken Parmesan Pizza,Pizza,Large,1,Phone,24.95
29281,3460,2024-10-04,12:39,Friday,Soft Drink 1.25L,Drink,Standard,3,Walk-in,23.97
29282,7074,2024-03-19,19:30,Tuesday,Garlic Bread,Side,Standard,3,Walk-in,26.97
29283,2278,2025-02-09,21:30,Sunday,Vegetarian Classic Pizza,Pizza,Medium,4,Online,79.96
29284,1547,2024-01-11,18:04,Thursday,Garlic Bread,Side,Standard,2,Online,17.98
29285,601,2024-06-26,20:01,Wednesday,BBQ Chicken Pizza,Pizza,Small,3,Walk-in,56.13
29286,1021,2024-06-08,22:33,Saturday,Spicy Chicken Pizza,Pizza,Medium,3,Walk-in,62.37
29287,1575,2024-03-23,19:05,Saturday,Soft Drink 1.25L,Drink,Standard,2,Online,15.98
29288,1503,2025-02-16,22:34,Sunday,Italiano Pizza,Pizza,Large,3,Online,74.84
29289,1566,2025-03-02,20:46,Sunday,Soft Drink 1.25L,Drink,Standard,2,Walk-in,15.98
29290,345,2024-05-08,21:01,Wednesday,Chicken Parmesan Pizza,Pizza,Medium,3,Walk-in,62.37
29291,3224,2025-11-14,20:25,Friday,Chicken Parmesan Pizza,Pizza,Small,4,Phone,74.84
29292,281,2025-04-10,19:51,Thursday,Italiano Pizza,Pizza,Large,1,Phone,24.95
29293,4022,2024-01-15,13:27,Monday,Meat Feast Pizza,Pizza,Large,1,Phone,24.95
29294,3538,2024-01-16,12:47,Tuesday,Garlic Bread,Side,Standard,4,Walk-in,35.96
29295,1365,2024-12-17,19:25,Tuesday,Wings (8 pcs),Wings,Standard,4,Phone,91.92
29296,6116,2024-05-18,18:13,Saturday,Meat Feast Pizza,Pizza,Small,1,Walk-in,18.71
29297,2189,2025-07-06,21:19,Sunday,Caesar Salad,Salad,Standard,2,Walk-in,19.98
29298,4335,2025-05-28,18:28,Wednesday,Chicken Parmesan Pizza,Pizza,Small,4,Online,74.84
29299,4621,2025-07-21,13:14,Monday,Farmhouse Classic Pizza,Pizza,Medium,1,Online,20.79
29300,1043,2025-02-22,20:26,Saturday,Meat Feast Pizza,Pizza,Large,1,Walk-in,24.95
29301,5291,2025-01-28,18:28,Tuesday,Caesar Salad,Salad,Standard,1,Online,9.99
29302,7945,2025-06-23,20:06,Monday,Italiano Pizza,Pizza,Medium,4,Walk-in,83.16
29303,1179,2024-09-20,21:02,Friday,Margherita Pizza,Pizza,Small,2,Walk-in,35.98
29304,1445,2024-11-04,19:41,Monday,Prawns Paradise Pizza,Pizza,Medium,3,Phone,62.37
29305,7031,2024-07-21,18:19,Sunday,Vegetarian Classic Pizza,Pizza,Small,4,Online,71.96
29306,4139,2024-06-13,22:13,Thursday,Cheesy Garlic Bread,Side,Standard,3,Online,35.97
29307,4972,2024-12-07,21:10,Saturday,Meat Feast Pizza,Pizza,Small,2,Online,37.42
29308,1094,2024-07-02,21:02,Tuesday,Spicy Chicken Pizza,Pizza,Medium,2,Phone,41.58
29309,5744,2024-06-22,22:01,Saturday,Italiano Pizza,Pizza,Small,2,Phone,37.42
29310,2706,2025-04-16,19:45,Wednesday,Vegetarian Classic Pizza,Pizza,Medium,1,Phone,19.99
29311,5102,2024-09-19,14:06,Thursday,BBQ Chicken Pizza,Pizza,Small,4,Walk-in,74.84
29312,1504,2025-04-10,18:38,Thursday,Garlic Bread,Side,Standard,4,Walk-in,35.96
29313,7574,2024-05-24,20:26,Friday,Garlic Bread,Side,Standard,3,Online,26.97
29314,5265,2024-02-17,19:15,Saturday,Wings (8 pcs),Wings,Standard,1,Phone,22.98
29315,6290,2025-09-06,20:34,Saturday,Caesar Salad,Salad,Standard,1,Phone,9.99
29316,6196,2024-05-01,14:59,Wednesday,Wings (8 pcs),Wings,Standard,1,Walk-in,22.98
29317,1120,2024-07-10,22:37,Wednesday,Garlic Bread,Side,Standard,3,Walk-in,26.97
29318,2879,2024-05-09,19:22,Thursday,Cheesy Pepperoni Pizza,Pizza,Medium,4,Walk-in,83.16
29319,1851,2024-10-30,20:51,Wednesday,Spicy Chicken Pizza,Pizza,Medium,1,Walk-in,20.79
29320,5489,2025-08-25,19:25,Monday,Wings (8 pcs),Wings,Standard,3,Walk-in,68.94
29321,2874,2024-09-28,19:11,Saturday,Cheesy Garlic Bread,Side,Standard,3,Walk-in,35.97
29322,973,2025-11-05,21:24,Wednesday,BBQ Chicken Pizza,Pizza,Small,3,Walk-in,56.13
29323,7544,2024-11-06,20:55,Wednesday,BBQ Chicken Pizza,Pizza,Medium,4,Phone,83.16
29324,6218,2024-09-07,20:16,Saturday,Garlic Bread,Side,Standard,1,Phone,8.99
29325,1278,2025-04-15,21:14,Tuesday,Vegetarian Classic Pizza,Pizza,Large,4,Online,95.95
29326,3724,2025-04-17,18:05,Thursday,Margherita Pizza,Pizza,Medium,1,Walk-in,19.99
29327,1466,2025-02-22,19:22,Saturday,Italiano Pizza,Pizza,Small,2,Phone,37.42
29328,2223,2024-11-24,21:12,Sunday,Wings (8 pcs),Wings,Standard,3,Walk-in,68.94
29329,7698,2025-11-20,19:04,Thursday,Cheesy Pepperoni Pizza,Pizza,Medium,1,Walk-in,20.79
29330,6647,2025-02-18,18:36,Tuesday,Margherita Pizza,Pizza,Large,2,Online,47.98
29331,7539,2024-03-23,22:15,Saturday,Caesar Salad,Salad,Standard,2,Walk-in,19.98
29332,5576,2024-11-01,21:28,Friday,Margherita Pizza,Pizza,Large,1,Walk-in,23.99
29333,5906,2024-11-24,20:05,Sunday,Margherita Pizza,Pizza,Small,3,Walk-in,53.97
29334,6950,2025-11-08,20:42,Saturday,Vegetarian Classic Pizza,Pizza,Small,3,Phone,53.97
29335,6615,2025-03-04,13:30,Tuesday,Wings (8 pcs),Wings,Standard,1,Online,22.98
29336,7431,2025-04-07,20:22,Monday,Spicy Chicken Pizza,Pizza,Small,4,Walk-in,74.84
29337,7869,2024-11-02,14:12,Saturday,Prawns Paradise Pizza,Pizza,Small,2,Phone,37.42
29338,3180,2025-07-25,14:48,Friday,Garlic Bread,Side,Standard,3,Phone,26.97
29339,1817,2024-12-24,19:15,Tuesday,Caesar Salad,Salad,Standard,2,Online,19.98
29340,1413,2024-02-29,22:04,Thursday,BBQ Chicken Pizza,Pizza,Large,1,Online,24.95
29341,6202,2024-04-24,20:10,Wednesday,Prawns Paradise Pizza,Pizza,Medium,1,Online,20.79
29342,5822,2025-10-19,13:13,Sunday,Garlic Bread,Side,Standard,4,Walk-in,35.96
29343,5942,2025-04-05,20:46,Saturday,Cheesy Pepperoni Pizza,Pizza,Large,1,Phone,24.95
29344,655,2024-05-31,19:52,Friday,Wings (8 pcs),Wings,Standard,3,Phone,68.94
29345,4500,2025-10-26,20:08,Sunday,Margherita Pizza,Pizza,Medium,2,Phone,39.98
29346,439,2024-12-31,20:02,Tuesday,Soft Drink 1.25L,Drink,Standard,2,Online,15.98
29347,7836,2024-01-18,20:27,Thursday,Caesar Salad,Salad,Standard,4,Online,39.96
29348,7147,2024-03-30,18:20,Saturday,Wings (8 pcs),Wings,Standard,4,Walk-in,91.92
29349,2010,2025-11-08,22:25,Saturday,Cheesy Pepperoni Pizza,Pizza,Medium,4,Walk-in,83.16
29350,2541,2025-09-30,19:56,Tuesday,Spicy Chicken Pizza,Pizza,Medium,4,Online,83.16
29351,6013,2025-09-28,19:08,Sunday,Italiano Pizza,Pizza,Large,4,Phone,99.79
29352,4369,2025-01-18,19:17,Saturday,Meat Feast Pizza,Pizza,Medium,3,Online,62.37
29353,2487,2025-09-06,22:07,Saturday,Prawns Paradise Pizza,Pizza,Large,4,Walk-in,99.79
29354,1075,2024-05-26,20:02,Sunday,Chicken Parmesan Pizza,Pizza,Small,4,Online,74.84
29355,3241,2025-05-20,22:17,Tuesday,Chicken Parmesan Pizza,Pizza,Medium,1,Online,20.79
29356,664,2024-09-08,18:13,Sunday,Cheesy Garlic Bread,Side,Standard,3,Phone,35.97
29357,5019,2025-01-17,19:53,Friday,Caesar Salad,Salad,Standard,3,Phone,29.97
29358,4346,2025-01-10,22:36,Friday,Cheesy Pepperoni Pizza,Pizza,Medium,3,Online,62.37
29359,7366,2024-07-26,20:30,Friday,Caesar Salad,Salad,Standard,4,Walk-in,39.96
29360,2020,2024-05-04,12:24,Saturday,Chicken Parmesan Pizza,Pizza,Small,3,Phone,56.13
29361,1113,2024-10-03,22:35,Thursday,BBQ Chicken Pizza,Pizza,Large,3,Online,74.84
29362,529,2024-10-16,20:13,Wednesday,BBQ Chicken Pizza,Pizza,Small,2,Online,37.42
29363,5106,2024-09-30,12:07,Monday,Meat Feast Pizza,Pizza,Small,1,Phone,18.71
29364,7530,2024-02-09,21:51,Friday,Caesar Salad,Salad,Standard,4,Phone,39.96
29365,6280,2024-04-21,20:12,Sunday,Soft Drink 1.25L,Drink,Standard,2,Online,15.98
29366,2095,2025-02-05,18:11,Wednesday,Wings (8 pcs),Wings,Standard,4,Walk-in,91.92
29367,532,2025-04-08,20:30,Tuesday,Pasta Carbonara,Pasta,Standard,3,Phone,59.97
29368,2806,2024-02-02,21:33,Friday,Italiano Pizza,Pizza,Medium,4,Phone,83.16
29369,1149,2024-08-03,21:38,Saturday,Vegetarian Classic Pizza,Pizza,Large,4,Online,95.95
29370,5742,2025-12-09,18:28,Tuesday,Pasta Carbonara,Pasta,Standard,3,Phone,59.97
29371,869,2024-12-30,22:13,Monday,Meat Feast Pizza,Pizza,Large,1,Phone,24.95
29372,7650,2024-10-23,14:37,Wednesday,Pasta Carbonara,Pasta,Standard,3,Walk-in,59.97
29373,1801,2025-12-20,14:32,Saturday,Soft Drink 1.25L,Drink,Standard,3,Walk-in,23.97
29374,5338,2024-11-04,19:34,Monday,Spicy Chicken Pizza,Pizza,Large,3,Phone,74.84
29375,7599,2024-10-29,20:30,Tuesday,Italiano Pizza,Pizza,Small,3,Walk-in,56.13
29376,4009,2024-02-29,22:19,Thursday,Margherita Pizza,Pizza,Large,4,Walk-in,95.95
29377,1123,2025-07-14,20:12,Monday,Cheesy Garlic Bread,Side,Standard,4,Phone,47.96
29378,7841,2024-11-08,12:56,Friday,Caesar Salad,Salad,Standard,3,Phone,29.97
29379,4355,2025-03-21,18:31,Friday,Cheesy Pepperoni Pizza,Pizza,Small,3,Walk-in,56.13
29380,6522,2024-11-01,19:06,Friday,Cheesy Pepperoni Pizza,Pizza,Small,4,Online,74.84
29381,2520,2025-07-19,18:52,Saturday,Pasta Carbonara,Pasta,Standard,4,Walk-in,79.96
29382,3709,2024-12-17,18:11,Tuesday,Wings (8 pcs),Wings,Standard,2,Walk-in,45.96
29383,5799,2024-10-20,18:30,Sunday,Pasta Carbonara,Pasta,Standard,1,Walk-in,19.99
29384,834,2024-12-04,13:09,Wednesday,Vegetarian Classic Pizza,Pizza,Small,2,Online,35.98
29385,3797,2024-08-26,20:45,Monday,Prawns Paradise Pizza,Pizza,Medium,3,Phone,62.37
29386,7396,2024-03-27,21:50,Wednesday,Garlic Bread,Side,Standard,3,Walk-in,26.97
29387,6732,2025-02-02,19:14,Sunday,Meat Feast Pizza,Pizza,Large,3,Online,74.84
29388,3509,2024-09-14,21:04,Saturday,Caesar Salad,Salad,Standard,2,Walk-in,19.98
29389,862,2025-06-04,19:23,Wednesday,Farmhouse Classic Pizza,Pizza,Small,2,Walk-in,37.42
29390,3632,2025-09-02,19:58,Tuesday,Garlic Bread,Side,Standard,2,Phone,17.98
29391,5,2024-04-15,13:54,Monday,Caesar Salad,Salad,Standard,4,Walk-in,39.96
29392,1154,2024-12-10,18:03,Tuesday,Farmhouse Classic Pizza,Pizza,Small,4,Phone,74.84
29393,6375,2025-06-23,21:31,Monday,Meat Feast Pizza,Pizza,Medium,3,Phone,62.37
29394,5309,2024-04-01,18:21,Monday,Wings (8 pcs),Wings,Standard,4,Walk-in,91.92
29395,2223,2025-12-12,19:09,Friday,Vegetarian Classic Pizza,Pizza,Large,4,Phone,95.95
29396,3084,2024-05-03,13:26,Friday,BBQ Chicken Pizza,Pizza,Large,2,Online,49.9
29397,1865,2025-08-02,19:41,Saturday,Chicken Parmesan Pizza,Pizza,Large,4,Online,99.79
29398,6930,2024-12-20,18:38,Friday,BBQ Chicken Pizza,Pizza,Small,3,Phone,56.13
29399,5766,2025-02-10,21:32,Monday,Garlic Bread,Side,Standard,1,Phone,8.99
29400,5699,2025-07-31,20:46,Thursday,Vegetarian Classic Pizza,Pizza,Large,2,Walk-in,47.98
29401,2197,2024-12-26,18:37,Thursday,Caesar Salad,Salad,Standard,2,Online,19.98
29402,6734,2024-04-20,21:25,Saturday,Chicken Parmesan Pizza,Pizza,Medium,4,Phone,83.16
29403,7505,2025-10-13,20:26,Monday,Meat Feast Pizza,Pizza,Large,4,Walk-in,99.79
29404,7452,2024-01-24,18:18,Wednesday,Italiano Pizza,Pizza,Medium,4,Walk-in,83.16
29405,4743,2024-01-31,19:44,Wednesday,Soft Drink 1.25L,Drink,Standard,4,Online,31.96
29406,3003,2025-02-15,18:52,Saturday,Prawns Paradise Pizza,Pizza,Large,3,Phone,74.84
29407,2100,2025-08-02,20:50,Saturday,Cheesy Garlic Bread,Side,Standard,3,Walk-in,35.97
29408,1651,2024-04-17,19:59,Wednesday,Meat Feast Pizza,Pizza,Medium,1,Phone,20.79
29409,6486,2024-11-13,22:53,Wednesday,Margherita Pizza,Pizza,Medium,2,Walk-in,39.98
29410,1294,2024-05-15,19:59,Wednesday,Pasta Carbonara,Pasta,Standard,3,Phone,59.97
29411,7597,2024-06-29,18:24,Saturday,Italiano Pizza,Pizza,Small,2,Phone,37.42
29412,955,2025-05-22,14:17,Thursday,Italiano Pizza,Pizza,Small,2,Phone,37.42
29413,2404,2025-07-22,13:55,Tuesday,Garlic Bread,Side,Standard,1,Walk-in,8.99
29414,3777,2025-09-19,22:04,Friday,Caesar Salad,Salad,Standard,1,Walk-in,9.99
29415,1021,2025-12-23,12:36,Tuesday,Italiano Pizza,Pizza,Small,1,Walk-in,18.71
29416,1980,2025-02-20,20:05,Thursday,Pasta Carbonara,Pasta,Standard,1,Online,19.99
29417,1221,2025-03-01,21:14,Saturday,Cheesy Pepperoni Pizza,Pizza,Large,3,Phone,74.84
29418,4739,2024-05-08,20:16,Wednesday,Prawns Paradise Pizza,Pizza,Medium,3,Phone,62.37
29419,7520,2025-02-21,14:23,Friday,Wings (8 pcs),Wings,Standard,2,Walk-in,45.96
29420,5889,2025-10-19,19:03,Sunday,Cheesy Garlic Bread,Side,Standard,4,Phone,47.96
29421,3203,2024-01-15,21:21,Monday,Soft Drink 1.25L,Drink,Standard,1,Phone,7.99
29422,7569,2024-12-28,18:58,Saturday,Cheesy Pepperoni Pizza,Pizza,Small,3,Walk-in,56.13
29423,4212,2024-12-08,21:28,Sunday,Spicy Chicken Pizza,Pizza,Small,3,Online,56.13
29424,3575,2024-09-28,18:07,Saturday,Garlic Bread,Side,Standard,1,Walk-in,8.99
29425,3490,2024-11-28,12:06,Thursday,Meat Feast Pizza,Pizza,Large,3,Phone,74.84
29426,4838,2025-01-30,20:38,Thursday,Vegetarian Classic Pizza,Pizza,Small,3,Walk-in,53.97
29427,1290,2025-09-24,18:31,Wednesday,Spicy Chicken Pizza,Pizza,Large,4,Phone,99.79
29428,369,2025-02-11,19:26,Tuesday,Italiano Pizza,Pizza,Large,2,Online,49.9
29429,7632,2024-04-19,20:03,Friday,Pasta Carbonara,Pasta,Standard,1,Walk-in,19.99
29430,5532,2024-10-20,21:11,Sunday,Wings (8 pcs),Wings,Standard,3,Phone,68.94
29431,5260,2025-01-03,22:30,Friday,Pasta Carbonara,Pasta,Standard,3,Walk-in,59.97
29432,1584,2025-07-09,19:56,Wednesday,Cheesy Pepperoni Pizza,Pizza,Large,4,Online,99.79
29433,5299,2024-05-21,21:57,Tuesday,Spicy Chicken Pizza,Pizza,Small,3,Phone,56.13
29434,6407,2025-04-09,22:17,Wednesday,Wings (8 pcs),Wings,Standard,4,Online,91.92
29435,414,2024-01-19,18:41,Friday,Chicken Parmesan Pizza,Pizza,Medium,1,Online,20.79
29436,2004,2024-07-25,19:46,Thursday,Cheesy Garlic Bread,Side,Standard,3,Online,35.97
29437,6373,2024-11-17,18:03,Sunday,Caesar Salad,Salad,Standard,2,Online,19.98
29438,7866,2025-04-25,12:18,Friday,Margherita Pizza,Pizza,Small,4,Online,71.96
29439,679,2025-07-23,21:56,Wednesday,Spicy Chicken Pizza,Pizza,Large,3,Walk-in,74.84
29440,2321,2025-07-09,19:34,Wednesday,Cheesy Garlic Bread,Side,Standard,3,Online,35.97
29441,7922,2025-02-04,22:05,Tuesday,Spicy Chicken Pizza,Pizza,Small,4,Walk-in,74.84
29442,5829,2025-02-26,20:06,Wednesday,Spicy Chicken Pizza,Pizza,Small,4,Walk-in,74.84
29443,157,2024-03-29,18:43,Friday,Cheesy Pepperoni Pizza,Pizza,Medium,1,Phone,20.79
29444,3308,2025-11-11,13:37,Tuesday,Prawns Paradise Pizza,Pizza,Large,4,Walk-in,99.79
29445,2689,2024-01-28,21:42,Sunday,Cheesy Garlic Bread,Side,Standard,3,Online,35.97
29446,7755,2024-09-27,19:56,Friday,Wings (8 pcs),Wings,Standard,4,Online,91.92
29447,65,2025-10-24,13:21,Friday,Chicken Parmesan Pizza,Pizza,Medium,1,Phone,20.79
29448,2460,2025-03-06,18:47,Thursday,Margherita Pizza,Pizza,Small,4,Walk-in,71.96
29449,3011,2024-05-14,20:00,Tuesday,Caesar Salad,Salad,Standard,4,Online,39.96
