Customer_ID,Visit_Frequency,Avg_Order_Value,Last_Visit_Date,Preferred_Item,Preferred_Channel
3652,7,48.14142857142857,2025-04-24,BBQ Chicken Pizza,Walk-in
3653,10,49.308,2025-09-01,Wings (8 pcs),Online
3654,5,65.82000000000001,2025-06-03,BBQ Chicken Pizza,Walk-in
3655,8,43.301249999999996,2025-11-16,Soft Drink 1.25L,Online
3656,6,60.47333333333333,2025-11-13,Cheesy Garlic Bread,Online
3657,8,52.77875,2025-12-02,BBQ Chicken Pizza,Online
3658,5,46.186,2025-12-31,BBQ Chicken Pizza,Online
3659,6,27.463333333333335,2025-12-10,Caesar Salad,Online
3660,9,57.95222222222222,2025-09-03,Farmhouse Classic Pizza,Phone
3661,6,41.43,2025-12-25,BBQ Chicken Pizza,Online
3662,8,31.33875,2025-11-15,BBQ Chicken Pizza,Online
3663,7,55.25142857142857,2025-12-05,Vegetarian Classic Pizza,Walk-in
3664,4,46.4625,2025-07-30,Cheesy Garlic Bread,Phone
3665,7,59.20857142857143,2025-10-12,Cheesy Garlic Bread,Phone
3666,9,40.85888888888889,2025-12-02,Farmhouse Classic Pizza,Walk-in
3667,3,29.576666666666668,2025-01-01,Caesar Salad,Walk-in
3668,4,45.417500000000004,2025-06-19,Cheesy Garlic Bread,Phone
3669,6,32.71666666666667,2025-07-27,Caesar Salad,Walk-in
3670,4,58.21,2025-01-25,BBQ Chicken Pizza,Online
3671,10,57.714999999999996,2025-11-18,Cheesy Pepperoni Pizza,Walk-in
3672,6,34.08833333333333,2025-10-12,Chicken Parmesan Pizza,Walk-in
3673,11,52.026363636363634,2025-09-27,BBQ Chicken Pizza,Online
3674,4,46.832499999999996,2025-08-21,Chicken Parmesan Pizza,Online
3675,7,42.01857142857143,2025-11-13,Wings (8 pcs),Phone
3676,6,48.22666666666667,2025-06-03,Pasta Carbonara,Phone
3677,12,49.12,2025-12-14,BBQ Chicken Pizza,Walk-in
3678,6,64.43833333333333,2025-05-05,Chicken Parmesan Pizza,Online
3679,6,60.1,2025-10-25,Vegetarian Classic Pizza,Walk-in
3680,8,48.6675,2025-10-31,Caesar Salad,Phone
3681,8,34.292500000000004,2025-05-02,Garlic Bread,Walk-in
3682,7,51.25857142857143,2025-07-20,Pasta Carbonara,Online
3683,12,49.115,2025-12-24,Spicy Chicken Pizza,Walk-in
3684,4,52.03,2025-05-30,Cheesy Pepperoni Pizza,Online
3685,5,58.04600000000001,2025-12-16,Caesar Salad,Walk-in
3686,8,40.98625,2025-09-19,Caesar Salad,Online
3687,8,59.2475,2025-12-15,Wings (8 pcs),Phone
3688,11,52.054545454545455,2025-11-11,Chicken Parmesan Pizza,Online
3689,5,41.162,2025-06-19,Pasta Carbonara,Online
3690,1,23.99,2025-09-18,Margherita Pizza,Walk-in
3691,7,49.778571428571425,2025-10-06,Cheesy Pepperoni Pizza,Online
3692,6,30.060000000000002,2025-08-04,Caesar Salad,Online
3693,8,43.6875,2025-11-27,Cheesy Pepperoni Pizza,Phone
3694,5,53.414,2025-08-22,BBQ Chicken Pizza,Phone
3695,6,57.73,2025-07-18,Chicken Parmesan Pizza,Online
3696,8,51.38375,2025-09-05,Italiano Pizza,Walk-in
3697,5,48.004000000000005,2025-05-03,Cheesy Garlic Bread,Phone
3698,10,48.471,2025-10-06,Cheesy Garlic Bread,Walk-in
3699,8,63.92375,2025-12-10,Chicken Parmesan Pizza,Phone
3700,5,39.32,2025-12-19,Caesar Salad,Online
3701,5,34.6,2025-12-22,Cheesy Garlic Bread,Online
3702,5,28.706,2025-12-05,Vegetarian Classic Pizza,Online
3703,12,41.887499999999996,2025-10-29,Caesar Salad,Online
3704,9,36.254444444444445,2025-11-17,Farmhouse Classic Pizza,Walk-in
3705,8,56.315,2025-08-27,Farmhouse Classic Pizza,Online
3706,7,53.544285714285714,2025-11-17,Pasta Carbonara,Phone
3707,4,32.44,2025-08-29,BBQ Chicken Pizza,Phone
3708,7,47.97428571428571,2025-12-30,Spicy Chicken Pizza,Phone
3709,4,45.792500000000004,2025-04-22,Cheesy Pepperoni Pizza,Walk-in
3710,5,51.508,2025-12-24,Farmhouse Classic Pizza,Phone
3711,9,36.39555555555555,2025-03-01,BBQ Chicken Pizza,Online
3712,10,45.279,2025-11-15,BBQ Chicken Pizza,Phone
3713,6,49.27833333333333,2025-09-28,BBQ Chicken Pizza,Online
3714,3,48.29666666666666,2025-12-15,Cheesy Garlic Bread,Phone
3715,5,34.748000000000005,2025-11-11,Garlic Bread,Phone
3716,4,33.305,2025-08-28,Garlic Bread,Phone
3717,8,39.19375,2025-09-05,Spicy Chicken Pizza,Walk-in
3718,7,45.23285714285714,2025-07-18,BBQ Chicken Pizza,Phone
3719,9,38.53666666666666,2025-07-07,Caesar Salad,Walk-in
3720,11,43.697272727272725,2025-12-12,Cheesy Garlic Bread,Phone
3721,8,40.0075,2025-09-02,Cheesy Garlic Bread,Online
3722,5,50.727999999999994,2025-11-02,Farmhouse Classic Pizza,Online
3723,8,43.84125,2025-11-13,Chicken Parmesan Pizza,Online
3724,11,36.56909090909091,2025-10-30,Cheesy Garlic Bread,Walk-in
3725,5,20.86,2025-09-12,Farmhouse Classic Pizza,Phone
3726,7,50.74285714285714,2025-11-13,Meat Feast Pizza,Phone
3727,9,40.66222222222222,2025-10-28,Spicy Chicken Pizza,Phone
3728,3,30.45,2024-12-15,Garlic Bread,Online
3729,8,48.1675,2025-09-25,Caesar Salad,Walk-in
3730,9,43.28,2025-09-27,Chicken Parmesan Pizza,Online
3731,4,54.43,2025-07-15,Cheesy Pepperoni Pizza,Online
3732,4,23.625,2025-08-09,BBQ Chicken Pizza,Online
3733,5,54.358000000000004,2025-07-12,Caesar Salad,Walk-in
3734,9,47.84222222222222,2025-06-15,Cheesy Garlic Bread,Phone
3735,3,49.35666666666666,2025-10-12,Caesar Salad,Phone
3736,8,32.50125,2025-11-20,Caesar Salad,Online
3737,9,48.27444444444445,2025-10-20,Spicy Chicken Pizza,Walk-in
3738,4,26.182499999999997,2025-09-10,Meat Feast Pizza,Phone
3739,7,54.58,2025-10-03,Cheesy Pepperoni Pizza,Online
3740,5,35.480000000000004,2025-12-26,BBQ Chicken Pizza,Online
3741,3,36.60333333333333,2025-03-10,Cheesy Garlic Bread,Online
3742,9,47.12555555555556,2025-08-26,Cheesy Garlic Bread,Phone
3743,3,47.123333333333335,2025-10-29,BBQ Chicken Pizza,Phone
3744,4,54.207499999999996,2025-07-25,Farmhouse Classic Pizza,Phone
3745,4,42.525,2025-12-20,Farmhouse Classic Pizza,Walk-in
3746,7,47.57571428571429,2025-09-15,Cheesy Garlic Bread,Online
3747,5,63.58,2025-07-24,Cheesy Pepperoni Pizza,Walk-in
3748,4,64.4475,2025-11-16,BBQ Chicken Pizza,Phone
3749,7,26.795714285714286,2025-10-26,Soft Drink 1.25L,Online
3750,5,48.529999999999994,2025-11-25,Cheesy Garlic Bread,Online
3751,5,38.592,2025-11-28,BBQ Chicken Pizza,Walk-in
3752,8,38.455,2025-11-28,Farmhouse Classic Pizza,Online
3753,8,48.7125,2025-06-21,Chicken Parmesan Pizza,Phone
3754,7,56.90428571428572,2025-09-19,Farmhouse Classic Pizza,Walk-in
3755,7,54.699999999999996,2025-12-09,Farmhouse Classic Pizza,Walk-in
3756,5,43.124,2025-08-30,Caesar Salad,Walk-in
3757,6,38.91166666666667,2025-10-25,Meat Feast Pizza,Walk-in
3758,7,42.39,2025-12-09,BBQ Chicken Pizza,Walk-in
3759,8,50.4525,2025-11-10,BBQ Chicken Pizza,Online
3760,12,53.09916666666667,2025-12-17,Farmhouse Classic Pizza,Walk-in
3761,8,42.77375,2025-12-27,Meat Feast Pizza,Walk-in
3762,9,49.083333333333336,2025-10-31,Cheesy Pepperoni Pizza,Phone
3763,2,48.695,2025-11-09,Italiano Pizza,Online
3764,7,34.105714285714285,2025-11-10,Chicken Parmesan Pizza,Walk-in
3765,4,35.68,2025-01-15,BBQ Chicken Pizza,Online
3766,7,38.40714285714286,2025-12-18,Cheesy Pepperoni Pizza,Online
3767,5,33.538,2025-09-17,Margherita Pizza,Phone
3768,3,34.31,2025-07-10,Garlic Bread,Online
3769,6,65.72666666666667,2025-05-26,Pasta Carbonara,Phone
3770,7,30.345714285714287,2025-04-12,Caesar Salad,Online
3771,9,44.010000000000005,2025-10-22,Pasta Carbonara,Walk-in
3772,4,43.4525,2025-11-07,Farmhouse Classic Pizza,Phone
3773,12,37.251666666666665,2025-09-30,Garlic Bread,Phone
3774,5,50.465999999999994,2025-06-28,Prawns Paradise Pizza,Online
3775,5,50.438,2025-11-04,Cheesy Pepperoni Pizza,Walk-in
3776,3,45.73666666666667,2025-10-17,Cheesy Pepperoni Pizza,Online
3777,7,36.33428571428571,2025-11-15,BBQ Chicken Pizza,Phone
3778,6,40.403333333333336,2025-09-06,Farmhouse Classic Pizza,Phone
3779,5,53.35799999999999,2025-12-10,Cheesy Pepperoni Pizza,Phone
3780,6,55.725,2025-06-25,Cheesy Garlic Bread,Online
3781,4,36.8,2025-03-18,Caesar Salad,Online
3782,6,49.095,2025-11-12,Prawns Paradise Pizza,Walk-in
3783,3,36.94,2025-09-14,BBQ Chicken Pizza,Phone
3784,8,52.50875,2025-11-15,BBQ Chicken Pizza,Online
3785,5,46.976,2025-12-11,Spicy Chicken Pizza,Online
3786,6,50.42166666666666,2025-12-31,Caesar Salad,Walk-in
3787,5,49.938,2025-11-12,Caesar Salad,Phone
3788,3,70.19666666666667,2025-07-21,Chicken Parmesan Pizza,Phone
3789,5,52.422000000000004,2025-07-26,Spicy Chicken Pizza,Online
3790,8,48.105,2025-10-04,BBQ Chicken Pizza,Online
3791,1,47.96,2024-09-09,Cheesy Garlic Bread,Phone
3792,4,50.5675,2025-12-23,Wings (8 pcs),Online
3793,7,46.885714285714286,2025-12-28,Soft Drink 1.25L,Walk-in
3794,9,38.91,2025-12-05,Garlic Bread,Phone
3795,8,39.27125,2025-10-16,Soft Drink 1.25L,Walk-in
3796,3,46.163333333333334,2024-10-03,BBQ Chicken Pizza,Online
3797,3,34.38333333333333,2025-11-05,Margherita Pizza,Phone
3798,8,53.02375,2025-11-13,Italiano Pizza,Phone
3799,6,35.13666666666666,2025-12-20,Caesar Salad,Online
3800,4,65.4075,2025-11-17,BBQ Chicken Pizza,Online
3801,2,50.45,2025-03-27,Soft Drink 1.25L,Online
3802,2,54.055,2025-02-18,Italiano Pizza,Online
3803,7,41.25571428571429,2025-11-28,BBQ Chicken Pizza,Walk-in
3804,4,29.41,2025-12-08,Cheesy Garlic Bread,Phone
3805,4,48.47,2025-09-02,Margherita Pizza,Walk-in
3806,6,39.330000000000005,2025-12-04,Margherita Pizza,Phone
3807,5,37.426,2025-09-10,BBQ Chicken Pizza,Phone
3808,3,65.91333333333334,2025-09-26,Cheesy Pepperoni Pizza,Phone
3809,5,45.274,2025-09-24,Italiano Pizza,Phone
3810,3,21.853333333333335,2025-07-16,Cheesy Garlic Bread,Walk-in
3811,6,55.38166666666667,2025-08-12,Cheesy Garlic Bread,Online
3812,3,28.126666666666665,2025-03-28,BBQ Chicken Pizza,Online
3813,11,40.559090909090905,2025-12-30,Chicken Parmesan Pizza,Online
3814,8,37.28875,2025-12-17,Garlic Bread,Phone
3815,6,39.74833333333333,2025-12-08,Cheesy Garlic Bread,Walk-in
3816,2,50.935,2025-08-25,Chicken Parmesan Pizza,Online
3817,5,65.152,2025-07-05,BBQ Chicken Pizza,Online
3818,5,44.666,2025-10-21,BBQ Chicken Pizza,Online
3819,7,38.52428571428572,2025-10-25,Garlic Bread,Phone
3820,6,54.055,2025-10-31,Cheesy Pepperoni Pizza,Online
3821,9,46.96777777777778,2025-12-19,Cheesy Pepperoni Pizza,Phone
3822,10,54.580999999999996,2025-09-08,Meat Feast Pizza,Walk-in
3823,5,60.548,2025-08-07,Cheesy Pepperoni Pizza,Phone
3824,13,41.78692307692308,2025-09-07,BBQ Chicken Pizza,Online
3825,5,61.153999999999996,2025-03-25,BBQ Chicken Pizza,Walk-in
3826,4,41.195,2025-04-28,Caesar Salad,Online
3827,6,38.30666666666667,2025-07-14,Soft Drink 1.25L,Phone
3828,9,60.404444444444444,2025-08-13,Vegetarian Classic Pizza,Phone
3829,7,40.465714285714284,2025-06-12,Caesar Salad,Phone
3830,7,51.50428571428571,2025-07-25,Wings (8 pcs),Walk-in
3831,4,47.6075,2025-12-13,BBQ Chicken Pizza,Phone
3832,9,32.303333333333335,2025-12-11,Soft Drink 1.25L,Online
3833,6,28.956666666666663,2025-08-09,Spicy Chicken Pizza,Online
3834,9,54.037777777777784,2025-09-07,Caesar Salad,Online
3835,6,46.879999999999995,2025-12-11,Cheesy Pepperoni Pizza,Online
3836,8,29.835,2025-12-17,Garlic Bread,Online
3837,6,45.14833333333333,2025-09-05,Italiano Pizza,Online
3838,5,36.333999999999996,2025-11-01,Soft Drink 1.25L,Walk-in
3839,5,49.926,2025-11-25,Cheesy Pepperoni Pizza,Online
3840,3,54.053333333333335,2025-08-23,Italiano Pizza,Online
3841,11,29.313636363636363,2025-12-22,Garlic Bread,Online
3842,9,38.754444444444445,2025-11-21,Wings (8 pcs),Online
3843,9,28.77111111111111,2025-10-21,Soft Drink 1.25L,Online
3844,12,41.160833333333336,2025-10-30,Cheesy Garlic Bread,Phone
3845,5,31.356,2025-10-13,Cheesy Pepperoni Pizza,Online
3846,9,51.48888888888889,2025-09-03,Caesar Salad,Online
3847,7,50.121428571428574,2025-11-21,BBQ Chicken Pizza,Online
3848,7,43.451428571428565,2025-11-27,Pasta Carbonara,Online
3849,6,45.93166666666667,2025-12-26,Chicken Parmesan Pizza,Online
3850,10,43.339999999999996,2025-11-19,Pasta Carbonara,Phone
3851,4,23.807499999999997,2025-02-04,Caesar Salad,Phone
3852,2,49.894999999999996,2025-03-04,Italiano Pizza,Online
3853,8,46.8725,2025-09-13,Garlic Bread,Walk-in
3854,1,31.96,2024-03-02,Soft Drink 1.25L,Online
3855,6,32.86333333333334,2025-10-11,Italiano Pizza,Online
3856,7,36.04857142857143,2025-10-03,Meat Feast Pizza,Online
3857,7,53.95857142857143,2025-11-03,Meat Feast Pizza,Walk-in
3858,7,47.674285714285716,2025-07-24,BBQ Chicken Pizza,Walk-in
3859,10,33.866,2025-12-11,Cheesy Garlic Bread,Online
3860,5,48.152,2025-10-22,Margherita Pizza,Phone
3861,9,45.14,2025-09-25,Chicken Parmesan Pizza,Walk-in
3862,5,45.708,2025-12-14,BBQ Chicken Pizza,Online
3863,7,57.31857142857143,2025-12-11,Italiano Pizza,Online
3864,11,49.74636363636364,2025-03-09,Cheesy Garlic Bread,Online
3865,8,35.65875,2025-10-09,Spicy Chicken Pizza,Online
3866,8,45.417500000000004,2025-11-28,Soft Drink 1.25L,Walk-in
3867,4,62.6425,2025-12-21,Caesar Salad,Online
3868,8,44.265,2025-12-19,Spicy Chicken Pizza,Phone
3869,11,62.76090909090909,2025-07-22,Farmhouse Classic Pizza,Online
3870,10,40.312,2025-08-07,Prawns Paradise Pizza,Online
3871,6,54.093333333333334,2025-12-04,BBQ Chicken Pizza,Online
3872,10,36.47,2025-11-30,Cheesy Garlic Bread,Walk-in
3873,8,41.48375,2025-12-15,Wings (8 pcs),Walk-in
3874,7,61.61,2025-11-19,Wings (8 pcs),Online
3875,11,41.22545454545455,2025-10-07,Margherita Pizza,Online
3876,3,72.07000000000001,2024-06-24,Cheesy Pepperoni Pizza,Online
3877,7,31.99285714285714,2025-11-08,Spicy Chicken Pizza,Phone
3878,6,50.42666666666667,2025-08-25,Italiano Pizza,Phone
3879,6,57.31666666666666,2025-12-15,Cheesy Pepperoni Pizza,Walk-in
3880,6,48.85333333333333,2025-10-22,BBQ Chicken Pizza,Online
3881,8,38.115,2025-12-26,Cheesy Pepperoni Pizza,Phone
3882,4,43.652499999999996,2025-11-24,Caesar Salad,Walk-in
3883,7,45.21142857142858,2025-12-31,BBQ Chicken Pizza,Phone
3884,2,53.89,2025-02-13,Chicken Parmesan Pizza,Online
3885,3,22.916666666666668,2025-11-29,BBQ Chicken Pizza,Phone
3886,4,23.634999999999998,2025-05-14,Cheesy Garlic Bread,Walk-in
3887,8,35.308749999999996,2025-12-12,Caesar Salad,Phone
3888,7,28.944285714285716,2025-09-22,Cheesy Pepperoni Pizza,Online
3889,3,51.973333333333336,2025-04-11,Cheesy Pepperoni Pizza,Online
3890,6,37.038333333333334,2025-12-03,Cheesy Garlic Bread,Online
3891,4,56.19,2025-08-29,Vegetarian Classic Pizza,Online
3892,6,64.05499999999999,2025-02-20,BBQ Chicken Pizza,Online
3893,5,44.492000000000004,2025-12-15,BBQ Chicken Pizza,Online
3894,7,49.11142857142857,2025-08-02,Pasta Carbonara,Phone
3895,5,57.15599999999999,2025-12-03,Italiano Pizza,Phone
3896,10,42.934000000000005,2025-07-30,Cheesy Garlic Bread,Online
3897,6,66.09833333333334,2025-12-01,Cheesy Garlic Bread,Walk-in
3898,7,44.972857142857144,2025-04-30,Cheesy Pepperoni Pizza,Online
3899,6,46.544999999999995,2025-09-14,Farmhouse Classic Pizza,Phone
3900,7,47.074285714285715,2025-12-29,Soft Drink 1.25L,Online
3901,4,46.1575,2025-12-08,BBQ Chicken Pizza,Online
3902,5,45.476,2025-09-13,BBQ Chicken Pizza,Phone
3903,4,27.6425,2025-12-14,Caesar Salad,Phone
3904,5,40.492000000000004,2025-01-09,Vegetarian Classic Pizza,Online
3905,10,41.213,2025-11-04,Chicken Parmesan Pizza,Walk-in
3906,7,56.41142857142857,2025-10-10,Farmhouse Classic Pizza,Walk-in
3907,5,47.622,2025-09-13,BBQ Chicken Pizza,Online
3908,6,32.84833333333333,2025-12-14,Margherita Pizza,Online
3909,7,32.488571428571426,2025-12-05,Garlic Bread,Phone
3910,4,43.66,2025-10-11,Chicken Parmesan Pizza,Online
3911,8,45.425,2025-06-19,Chicken Parmesan Pizza,Phone
3912,6,39.54833333333333,2025-12-30,Farmhouse Classic Pizza,Phone
3913,2,73.4,2025-07-17,BBQ Chicken Pizza,Phone
3914,3,38.54,2024-12-26,BBQ Chicken Pizza,Online
3915,4,41.2125,2025-12-03,Soft Drink 1.25L,Online
3916,8,42.62875,2025-05-28,Italiano Pizza,Phone
3917,5,44.577999999999996,2025-04-17,Meat Feast Pizza,Walk-in
3918,8,34.78875,2025-09-27,Caesar Salad,Phone
3919,7,59.129999999999995,2025-09-29,Margherita Pizza,Online
3920,4,54.392500000000005,2025-05-21,Chicken Parmesan Pizza,Walk-in
3921,6,67.62666666666667,2025-10-20,Cheesy Garlic Bread,Online
3922,4,23.485,2025-09-17,Pasta Carbonara,Online
3923,6,26.944999999999997,2025-07-28,Pasta Carbonara,Phone
3924,7,34.70285714285715,2025-06-17,Prawns Paradise Pizza,Online
3925,3,65.14,2024-03-30,Meat Feast Pizza,Online
3926,4,46.817499999999995,2025-07-03,Cheesy Pepperoni Pizza,Online
3927,5,61.694,2025-09-25,Prawns Paradise Pizza,Walk-in
3928,5,45.620000000000005,2025-11-21,Italiano Pizza,Online
3929,6,38.395,2025-05-13,BBQ Chicken Pizza,Phone
3930,7,40.34142857142857,2025-08-05,Wings (8 pcs),Online
3931,6,49.96333333333334,2025-07-07,Caesar Salad,Online
3932,4,58.4775,2025-08-12,Farmhouse Classic Pizza,Phone
3933,6,43.84166666666667,2025-12-11,BBQ Chicken Pizza,Walk-in
3934,10,48.919,2025-12-03,Prawns Paradise Pizza,Walk-in
3935,9,49.85888888888889,2025-08-14,BBQ Chicken Pizza,Phone
3936,4,39.625,2025-12-25,Vegetarian Classic Pizza,Online
3937,5,35.065999999999995,2025-11-23,Italiano Pizza,Walk-in
3938,8,51.59375,2025-11-25,Pasta Carbonara,Online
3939,7,38.537142857142854,2025-11-28,Vegetarian Classic Pizza,Walk-in
3940,10,47.63,2025-11-19,Farmhouse Classic Pizza,Walk-in
3941,8,46.295,2025-07-29,Soft Drink 1.25L,Walk-in
3942,5,35.898,2025-12-01,Farmhouse Classic Pizza,Phone
3943,7,40.70428571428572,2025-12-28,Cheesy Pepperoni Pizza,Phone
3944,9,52.141111111111115,2025-11-28,Cheesy Pepperoni Pizza,Online
3945,8,43.095,2025-11-08,Caesar Salad,Phone
3946,6,41.373333333333335,2025-09-19,Margherita Pizza,Online
3947,3,34.78333333333333,2025-08-14,Caesar Salad,Walk-in
3948,9,54.87777777777777,2025-12-31,BBQ Chicken Pizza,Online
3949,5,50.578,2025-08-14,Caesar Salad,Online
3950,5,48.202,2025-11-18,BBQ Chicken Pizza,Phone
3951,8,34.40375,2025-09-21,Cheesy Pepperoni Pizza,Phone
3952,9,70.77444444444444,2025-10-04,Meat Feast Pizza,Online
3953,8,36.8,2025-11-28,Margherita Pizza,Phone
3954,8,49.625,2025-11-21,Farmhouse Classic Pizza,Walk-in
3955,7,30.667142857142856,2025-09-22,Soft Drink 1.25L,Walk-in
3956,8,37.2625,2025-11-05,BBQ Chicken Pizza,Online
3957,2,41.97,2024-08-17,Caesar Salad,Online
3958,4,37.457499999999996,2025-05-26,BBQ Chicken Pizza,Online
3959,2,22.465,2025-07-30,Caesar Salad,Phone
3960,3,44.35,2025-11-12,Chicken Parmesan Pizza,Online
3961,2,24.46,2025-03-12,Soft Drink 1.25L,Phone
3962,6,35.365,2025-06-27,Chicken Parmesan Pizza,Walk-in
3963,8,50.76375,2025-11-07,Prawns Paradise Pizza,Online
3964,7,26.107142857142858,2025-07-18,Soft Drink 1.25L,Online
3965,9,52.266666666666666,2025-10-25,Italiano Pizza,Walk-in
3966,6,43.40833333333333,2025-04-19,BBQ Chicken Pizza,Walk-in
3967,7,48.81,2025-12-07,Cheesy Pepperoni Pizza,Phone
3968,2,40.93,2025-07-26,Farmhouse Classic Pizza,Online
3969,14,39.50428571428571,2025-11-25,BBQ Chicken Pizza,Online
3970,10,41.921,2025-12-11,Farmhouse Classic Pizza,Walk-in
3971,9,52.18444444444444,2025-09-19,Spicy Chicken Pizza,Online
3972,6,44.080000000000005,2025-10-16,Spicy Chicken Pizza,Walk-in
3973,8,76.48625,2025-12-22,Farmhouse Classic Pizza,Online
3974,11,43.62181818181818,2025-11-16,Meat Feast Pizza,Online
3975,3,49.20333333333334,2025-12-29,Meat Feast Pizza,Phone
3976,2,85.875,2024-07-04,Chicken Parmesan Pizza,Online
3977,6,52.56,2025-09-06,Cheesy Pepperoni Pizza,Phone
3978,6,39.574999999999996,2025-05-18,Wings (8 pcs),Phone
3979,12,45.83083333333334,2025-12-05,Cheesy Pepperoni Pizza,Phone
3980,5,51.458000000000006,2025-10-08,Chicken Parmesan Pizza,Phone
3981,6,30.953333333333333,2025-12-11,Soft Drink 1.25L,Online
3982,7,44.098571428571425,2025-07-22,Vegetarian Classic Pizza,Walk-in
3983,7,48.07857142857143,2025-07-21,Cheesy Pepperoni Pizza,Walk-in
3984,12,42.218333333333334,2025-12-28,Chicken Parmesan Pizza,Walk-in
3986,8,49.52625,2025-10-25,BBQ Chicken Pizza,Online
3987,5,28.72,2025-06-06,Cheesy Garlic Bread,Phone
3988,8,53.09125,2025-05-24,Vegetarian Classic Pizza,Phone
3989,7,48.93142857142857,2025-11-22,Vegetarian Classic Pizza,Online
3990,6,36.37,2025-10-23,Garlic Bread,Phone
3991,8,55.65375,2025-07-07,Margherita Pizza,Walk-in
3992,7,48.73571428571428,2025-12-01,BBQ Chicken Pizza,Online
3993,3,41.580000000000005,2025-12-19,BBQ Chicken Pizza,Walk-in
3994,7,52.83428571428572,2025-12-16,Cheesy Garlic Bread,Phone
3995,6,64.60666666666667,2025-08-06,Margherita Pizza,Walk-in
3996,3,33.266666666666666,2025-09-17,Chicken Parmesan Pizza,Online
3997,5,47.298,2025-11-20,Caesar Salad,Walk-in
3998,2,14.485,2025-10-13,Caesar Salad,Online
3999,6,49.43166666666667,2025-12-07,Vegetarian Classic Pizza,Phone
4000,8,35.625,2025-11-13,Garlic Bread,Walk-in
4001,8,55.10625,2025-07-19,Prawns Paradise Pizza,Phone
4002,7,60.17857142857143,2025-11-27,Cheesy Pepperoni Pizza,Online
4003,6,38.83,2025-12-11,BBQ Chicken Pizza,Walk-in
4004,4,29.6175,2025-08-30,BBQ Chicken Pizza,Phone
4005,1,20.79,2024-10-26,BBQ Chicken Pizza,Phone
4006,5,30.794,2025-10-31,Soft Drink 1.25L,Phone
4007,5,43.708,2025-08-07,Farmhouse Classic Pizza,Phone
4008,5,39.296,2025-10-21,Caesar Salad,Online
4009,7,46.11285714285714,2025-12-03,BBQ Chicken Pizza,Walk-in
4010,4,67.73,2025-10-14,Cheesy Pepperoni Pizza,Online
4011,6,34.745,2025-09-24,Margherita Pizza,Online
4012,9,44.20111111111111,2025-09-04,Soft Drink 1.25L,Phone
4013,7,57.11571428571428,2025-10-06,Cheesy Pepperoni Pizza,Online
4014,6,49.306666666666665,2025-07-22,Caesar Salad,Online
4015,8,42.6775,2025-11-13,Caesar Salad,Online
4016,5,38.856,2025-08-10,BBQ Chicken Pizza,Online
4017,4,37.22,2025-12-02,Pasta Carbonara,Online
4018,13,45.80769230769231,2025-12-19,Prawns Paradise Pizza,Walk-in
4019,4,26.834999999999997,2025-06-29,Cheesy Pepperoni Pizza,Walk-in
4020,6,62.076666666666675,2025-08-11,BBQ Chicken Pizza,Phone
4021,6,41.428333333333335,2024-10-24,Wings (8 pcs),Phone
4022,5,46.042,2025-12-02,BBQ Chicken Pizza,Phone
4023,7,44.30142857142857,2025-07-10,Meat Feast Pizza,Phone
4024,2,28.985,2025-01-23,Caesar Salad,Walk-in
4025,3,70.68333333333334,2025-05-28,BBQ Chicken Pizza,Walk-in
4026,9,43.27222222222222,2025-12-30,Garlic Bread,Online
4027,7,30.585714285714285,2025-11-07,Cheesy Garlic Bread,Online
4028,3,55.48666666666667,2024-06-25,BBQ Chicken Pizza,Walk-in
4029,12,35.425000000000004,2025-07-29,Pasta Carbonara,Online
4030,4,42.6875,2025-06-10,Garlic Bread,Online
4031,6,29.688333333333333,2025-08-10,Caesar Salad,Online
4032,6,37.75666666666667,2025-09-13,Soft Drink 1.25L,Phone
4033,5,54.448,2025-04-28,Caesar Salad,Online
4034,7,31.481428571428573,2025-05-23,Prawns Paradise Pizza,Phone
4035,7,56.51857142857143,2025-10-01,Chicken Parmesan Pizza,Online
4036,7,43.22571428571428,2025-11-16,Cheesy Garlic Bread,Phone
4037,1,31.96,2025-09-23,Soft Drink 1.25L,Online
4038,7,41.34428571428572,2025-12-26,Caesar Salad,Phone
4039,3,67.69333333333333,2025-11-21,BBQ Chicken Pizza,Online
4040,10,36.357,2025-06-05,Vegetarian Classic Pizza,Online
4041,7,40.988571428571426,2025-10-10,Pasta Carbonara,Walk-in
4042,6,30.593333333333334,2025-12-13,Cheesy Garlic Bread,Phone
4043,9,37.48888888888889,2025-09-24,Chicken Parmesan Pizza,Online
4044,6,52.373333333333335,2025-08-21,Chicken Parmesan Pizza,Walk-in
4045,6,36.01333333333333,2025-10-20,Meat Feast Pizza,Online
4046,6,47.80666666666667,2025-06-07,Cheesy Pepperoni Pizza,Online
4047,7,50.72714285714285,2025-12-18,Cheesy Pepperoni Pizza,Phone
4048,5,44.534000000000006,2025-08-27,Cheesy Pepperoni Pizza,Walk-in
4049,7,47.66857142857143,2025-05-25,BBQ Chicken Pizza,Online
4050,4,47.432500000000005,2025-09-16,Chicken Parmesan Pizza,Online
4051,6,32.47666666666667,2025-09-28,Pasta Carbonara,Online
4052,8,55.22125,2025-11-22,Margherita Pizza,Online
4053,4,59.05,2025-08-14,BBQ Chicken Pizza,Phone
4054,5,47.028000000000006,2025-12-08,Spicy Chicken Pizza,Walk-in
4055,13,48.910000000000004,2025-07-07,Italiano Pizza,Online
4056,6,43.370000000000005,2025-11-23,Cheesy Pepperoni Pizza,Online
